transcript_id	gene_id	filepath
ENST00000424242.2	ENSG00000235629.2	chr3/ENST00000424242.2_predictions.tsv
ENST00000422657.1	ENSG00000230172.1	chr3/ENST00000422657.1_predictions.tsv
ENST00000566553.1	ENSG00000260902.1	chr3/ENST00000566553.1_predictions.tsv
ENST00000430166.5	ENSG00000225733.8	chr3/ENST00000430166.5_predictions.tsv
ENST00000420195.1	ENSG00000224660.2	chr3/ENST00000420195.1_predictions.tsv
ENST00000595975.1	ENSG00000249786.8	chr3/ENST00000595975.1_predictions.tsv
ENST00000624280.1	ENSG00000279465.1	chr3/ENST00000624280.1_predictions.tsv
ENST00000607464.1	ENSG00000271964.1	chr3/ENST00000607464.1_predictions.tsv
ENST00000607363.1	ENSG00000272498.1	chr3/ENST00000607363.1_predictions.tsv
ENST00000606713.1	ENSG00000272529.1	chr3/ENST00000606713.1_predictions.tsv
ENST00000429949.2	ENSG00000233570.3	chr3/ENST00000429949.2_predictions.tsv
ENST00000426218.2	ENSG00000229271.4	chr3/ENST00000426218.2_predictions.tsv
ENST00000414844.2	ENSG00000226441.3	chr3/ENST00000414844.2_predictions.tsv
ENST00000449613.1	ENSG00000226238.1	chr3/ENST00000449613.1_predictions.tsv
ENST00000624232.2	ENSG00000274840.6	chr3/ENST00000624232.2_predictions.tsv
ENST00000607148.1	ENSG00000272477.1	chr3/ENST00000607148.1_predictions.tsv
ENST00000414198.7	ENSG00000228956.10	chr3/ENST00000414198.7_predictions.tsv
ENST00000455626.1	ENSG00000231304.3	chr3/ENST00000455626.1_predictions.tsv
ENST00000566804.1	ENSG00000261734.1	chr3/ENST00000566804.1_predictions.tsv
ENST00000412369.1	ENSG00000225542.2	chr3/ENST00000412369.1_predictions.tsv
ENST00000448980.5	ENSG00000223351.5	chr3/ENST00000448980.5_predictions.tsv
ENST00000421375.6	ENSG00000233153.7	chr3/ENST00000421375.6_predictions.tsv
ENST00000426702.2	ENSG00000223791.2	chr3/ENST00000426702.2_predictions.tsv
ENST00000425296.1	ENSG00000224822.1	chr3/ENST00000425296.1_predictions.tsv
ENST00000432368.2	ENSG00000228791.9	chr3/ENST00000432368.2_predictions.tsv
ENST00000608068.2	ENSG00000272554.4	chr3/ENST00000608068.2_predictions.tsv
ENST00000451284.6	ENSG00000230891.8	chr3/ENST00000451284.6_predictions.tsv
ENST00000435884.2	ENSG00000225386.3	chr3/ENST00000435884.2_predictions.tsv
ENST00000606069.2	ENSG00000272282.2	chr3/ENST00000606069.2_predictions.tsv
ENST00000425195.6	ENSG00000225548.8	chr3/ENST00000425195.6_predictions.tsv
ENST00000432163.1	ENSG00000229243.2	chr3/ENST00000432163.1_predictions.tsv
ENST00000437506.2	ENSG00000235493.3	chr3/ENST00000437506.2_predictions.tsv
ENST00000413430.1	ENSG00000235904.4	chr3/ENST00000413430.1_predictions.tsv
ENST00000366321.2	ENSG00000203506.5	chr3/ENST00000366321.2_predictions.tsv
ENST00000414547.1	ENSG00000235593.1	chr3/ENST00000414547.1_predictions.tsv
ENST00000450746.3	ENSG00000227260.3	chr3/ENST00000450746.3_predictions.tsv
ENST00000431057.1	ENSG00000227549.3	chr3/ENST00000431057.1_predictions.tsv
ENST00000561507.1	ENSG00000261468.2	chr3/ENST00000561507.1_predictions.tsv
ENST00000428872.6	ENSG00000232490.7	chr3/ENST00000428872.6_predictions.tsv
ENST00000565519.3	ENSG00000261572.3	chr3/ENST00000565519.3_predictions.tsv
ENST00000475395.2	ENSG00000251224.1	chr3/ENST00000475395.2_predictions.tsv
ENST00000607832.1	ENSG00000272149.1	chr3/ENST00000607832.1_predictions.tsv
ENST00000604982.2	ENSG00000271643.3	chr3/ENST00000604982.2_predictions.tsv
ENST00000424786.5	ENSG00000226320.7	chr3/ENST00000424786.5_predictions.tsv
ENST00000455974.1	ENSG00000236452.1	chr3/ENST00000455974.1_predictions.tsv
ENST00000442567.2	ENSG00000227498.3	chr3/ENST00000442567.2_predictions.tsv
ENST00000415706.1	ENSG00000230830.1	chr3/ENST00000415706.1_predictions.tsv
ENST00000623207.1	ENSG00000279727.1	chr3/ENST00000623207.1_predictions.tsv
ENST00000631338.1	ENSG00000281100.1	chr3/ENST00000631338.1_predictions.tsv
ENST00000607089.1	ENSG00000272334.1	chr3/ENST00000607089.1_predictions.tsv
ENST00000607744.1	ENSG00000271993.1	chr3/ENST00000607744.1_predictions.tsv
ENST00000603982.1	ENSG00000271653.1	chr3/ENST00000603982.1_predictions.tsv
ENST00000604992.2	ENSG00000270194.2	chr3/ENST00000604992.2_predictions.tsv
ENST00000426078.5	ENSG00000198590.12	chr3/ENST00000426078.5_predictions.tsv
ENST00000439246.5	ENSG00000235257.12	chr3/ENST00000439246.5_predictions.tsv
ENST00000441531.1	ENSG00000229589.1	chr3/ENST00000441531.1_predictions.tsv
ENST00000432250.2	ENSG00000231243.2	chr3/ENST00000432250.2_predictions.tsv
ENST00000631175.3	ENSG00000280739.7	chr3/ENST00000631175.3_predictions.tsv
ENST00000456335.1	ENSG00000226302.1	chr3/ENST00000456335.1_predictions.tsv
ENST00000412811.2	ENSG00000231873.3	chr3/ENST00000412811.2_predictions.tsv
ENST00000453828.1	ENSG00000233096.1	chr3/ENST00000453828.1_predictions.tsv
ENST00000415774.1	ENSG00000233919.2	chr3/ENST00000415774.1_predictions.tsv
ENST00000631079.3	ENSG00000281160.3	chr3/ENST00000631079.3_predictions.tsv
ENST00000452639.7	ENSG00000232354.8	chr3/ENST00000452639.7_predictions.tsv
ENST00000434363.4	ENSG00000230084.9	chr3/ENST00000434363.4_predictions.tsv
ENST00000423165.1	ENSG00000230970.4	chr3/ENST00000423165.1_predictions.tsv
ENST00000418161.2	ENSG00000173811.11	chr3/ENST00000418161.2_predictions.tsv
ENST00000432377.4	ENSG00000225611.4	chr3/ENST00000432377.4_predictions.tsv
ENST00000449063.3	ENSG00000235288.4	chr3/ENST00000449063.3_predictions.tsv
ENST00000487368.4	ENSG00000273328.5	chr3/ENST00000487368.4_predictions.tsv
ENST00000447834.1	ENSG00000206552.4	chr3/ENST00000447834.1_predictions.tsv
ENST00000457115.1	ENSG00000227245.2	chr3/ENST00000457115.1_predictions.tsv
ENST00000422681.1	ENSG00000234617.2	chr3/ENST00000422681.1_predictions.tsv
ENST00000432423.1	ENSG00000235886.1	chr3/ENST00000432423.1_predictions.tsv
ENST00000605537.2	ENSG00000271192.2	chr3/ENST00000605537.2_predictions.tsv
ENST00000606217.1	ENSG00000272121.2	chr3/ENST00000606217.1_predictions.tsv
ENST00000624016.1	ENSG00000280435.1	chr3/ENST00000624016.1_predictions.tsv
ENST00000568686.1	ENSG00000261786.1	chr3/ENST00000568686.1_predictions.tsv
ENST00000607510.1	ENSG00000271937.1	chr3/ENST00000607510.1_predictions.tsv
ENST00000457331.3	ENSG00000236869.5	chr3/ENST00000457331.3_predictions.tsv
ENST00000606008.1	ENSG00000272077.1	chr3/ENST00000606008.1_predictions.tsv
ENST00000427258.1	ENSG00000235845.1	chr3/ENST00000427258.1_predictions.tsv
ENST00000442534.2	ENSG00000232455.3	chr3/ENST00000442534.2_predictions.tsv
ENST00000427644.1	ENSG00000230530.3	chr3/ENST00000427644.1_predictions.tsv
ENST00000623173.1	ENSG00000279017.1	chr3/ENST00000623173.1_predictions.tsv
ENST00000451485.3	ENSG00000223552.4	chr3/ENST00000451485.3_predictions.tsv
ENST00000614743.1	ENSG00000268324.3	chr3/ENST00000614743.1_predictions.tsv
ENST00000429315.3	ENSG00000227398.7	chr3/ENST00000429315.3_predictions.tsv
ENST00000624214.1	ENSG00000280173.1	chr3/ENST00000624214.1_predictions.tsv
ENST00000568593.3	ENSG00000260236.3	chr3/ENST00000568593.3_predictions.tsv
ENST00000398957.1	ENSG00000214773.1	chr3/ENST00000398957.1_predictions.tsv
ENST00000435578.1	ENSG00000244380.2	chr3/ENST00000435578.1_predictions.tsv
ENST00000421275.2	ENSG00000228350.2	chr3/ENST00000421275.2_predictions.tsv
ENST00000416209.2	ENSG00000224424.9	chr3/ENST00000416209.2_predictions.tsv
ENST00000415982.2	ENSG00000235236.2	chr3/ENST00000415982.2_predictions.tsv
ENST00000452042.1	ENSG00000223343.2	chr3/ENST00000452042.1_predictions.tsv
ENST00000607245.1	ENSG00000272434.2	chr3/ENST00000607245.1_predictions.tsv
ENST00000622888.1	ENSG00000225399.4	chr3/ENST00000622888.1_predictions.tsv
ENST00000428083.1	ENSG00000235908.1	chr3/ENST00000428083.1_predictions.tsv
ENST00000421598.1	ENSG00000226913.3	chr3/ENST00000421598.1_predictions.tsv
ENST00000442384.1	ENSG00000235120.1	chr3/ENST00000442384.1_predictions.tsv
ENST00000435478.1	ENSG00000230698.2	chr3/ENST00000435478.1_predictions.tsv
ENST00000630404.1	ENSG00000281691.1	chr3/ENST00000630404.1_predictions.tsv
ENST00000437204.1	ENSG00000235016.2	chr3/ENST00000437204.1_predictions.tsv
ENST00000395152.3	ENSG00000213600.3	chr3/ENST00000395152.3_predictions.tsv
ENST00000439898.1	ENSG00000230454.2	chr3/ENST00000439898.1_predictions.tsv
ENST00000421735.4	ENSG00000232352.4	chr3/ENST00000421735.4_predictions.tsv
ENST00000629828.2	ENSG00000281358.2	chr3/ENST00000629828.2_predictions.tsv
ENST00000440013.1	ENSG00000235058.1	chr3/ENST00000440013.1_predictions.tsv
ENST00000606665.5	ENSG00000271858.5	chr3/ENST00000606665.5_predictions.tsv
ENST00000624711.1	ENSG00000280382.2	chr3/ENST00000624711.1_predictions.tsv
ENST00000608605.1	ENSG00000273356.1	chr3/ENST00000608605.1_predictions.tsv
ENST00000440723.1	ENSG00000235455.1	chr3/ENST00000440723.1_predictions.tsv
ENST00000624646.1	ENSG00000280422.1	chr3/ENST00000624646.1_predictions.tsv
ENST00000624096.1	ENSG00000280003.1	chr3/ENST00000624096.1_predictions.tsv
ENST00000464958.3	ENSG00000243224.3	chr3/ENST00000464958.3_predictions.tsv
ENST00000493616.2	ENSG00000242797.4	chr3/ENST00000493616.2_predictions.tsv
ENST00000478366.1	ENSG00000239799.1	chr3/ENST00000478366.1_predictions.tsv
ENST00000624222.1	ENSG00000279144.1	chr3/ENST00000624222.1_predictions.tsv
ENST00000623443.1	ENSG00000280417.1	chr3/ENST00000623443.1_predictions.tsv
ENST00000607740.1	ENSG00000271916.1	chr3/ENST00000607740.1_predictions.tsv
ENST00000607783.1	ENSG00000271976.1	chr3/ENST00000607783.1_predictions.tsv
ENST00000583516.1	ENSG00000265992.2	chr3/ENST00000583516.1_predictions.tsv
ENST00000471265.1	ENSG00000243715.2	chr3/ENST00000471265.1_predictions.tsv
ENST00000485347.1	ENSG00000239991.2	chr3/ENST00000485347.1_predictions.tsv
ENST00000496829.1	ENSG00000243572.1	chr3/ENST00000496829.1_predictions.tsv
ENST00000492683.1	ENSG00000240708.3	chr3/ENST00000492683.1_predictions.tsv
ENST00000469806.1	ENSG00000242568.2	chr3/ENST00000469806.1_predictions.tsv
ENST00000465946.1	ENSG00000242775.2	chr3/ENST00000465946.1_predictions.tsv
ENST00000469484.1	ENSG00000244586.1	chr3/ENST00000469484.1_predictions.tsv
ENST00000472238.1	ENSG00000242317.1	chr3/ENST00000472238.1_predictions.tsv
ENST00000472243.2	ENSG00000240777.2	chr3/ENST00000472243.2_predictions.tsv
ENST00000629461.1	ENSG00000281708.1	chr3/ENST00000629461.1_predictions.tsv
ENST00000477246.5	ENSG00000240198.6	chr3/ENST00000477246.5_predictions.tsv
ENST00000607541.1	ENSG00000272202.2	chr3/ENST00000607541.1_predictions.tsv
ENST00000465933.2	ENSG00000241933.2	chr3/ENST00000465933.2_predictions.tsv
ENST00000488720.1	ENSG00000244161.1	chr3/ENST00000488720.1_predictions.tsv
ENST00000609225.1	ENSG00000273493.1	chr3/ENST00000609225.1_predictions.tsv
ENST00000607214.1	ENSG00000272182.1	chr3/ENST00000607214.1_predictions.tsv
ENST00000607592.3	ENSG00000272360.3	chr3/ENST00000607592.3_predictions.tsv
ENST00000472513.1	ENSG00000243384.1	chr3/ENST00000472513.1_predictions.tsv
ENST00000464125.1	ENSG00000244383.2	chr3/ENST00000464125.1_predictions.tsv
ENST00000493123.1	ENSG00000242428.7	chr3/ENST00000493123.1_predictions.tsv
ENST00000487624.2	ENSG00000243295.3	chr3/ENST00000487624.2_predictions.tsv
ENST00000497258.1	ENSG00000243903.1	chr3/ENST00000497258.1_predictions.tsv
ENST00000486137.1	ENSG00000242545.1	chr3/ENST00000486137.1_predictions.tsv
ENST00000474795.5	ENSG00000241472.9	chr3/ENST00000474795.5_predictions.tsv
ENST00000468072.1	ENSG00000244342.6	chr3/ENST00000468072.1_predictions.tsv
ENST00000488201.1	ENSG00000241359.2	chr3/ENST00000488201.1_predictions.tsv
ENST00000468961.2	ENSG00000240549.2	chr3/ENST00000468961.2_predictions.tsv
ENST00000626439.2	ENSG00000280620.2	chr3/ENST00000626439.2_predictions.tsv
ENST00000472046.1	ENSG00000239653.1	chr3/ENST00000472046.1_predictions.tsv
ENST00000607115.1	ENSG00000271843.1	chr3/ENST00000607115.1_predictions.tsv
ENST00000462717.1	ENSG00000243410.1	chr3/ENST00000462717.1_predictions.tsv
ENST00000605919.1	ENSG00000272181.1	chr3/ENST00000605919.1_predictions.tsv
ENST00000482609.1	ENSG00000241111.2	chr3/ENST00000482609.1_predictions.tsv
ENST00000485805.1	ENSG00000189196.4	chr3/ENST00000485805.1_predictions.tsv
ENST00000484703.1	ENSG00000241101.1	chr3/ENST00000484703.1_predictions.tsv
ENST00000473434.1	ENSG00000226017.2	chr3/ENST00000473434.1_predictions.tsv
ENST00000487097.1	ENSG00000244564.3	chr3/ENST00000487097.1_predictions.tsv
ENST00000474313.1	ENSG00000241158.7	chr3/ENST00000474313.1_predictions.tsv
ENST00000481004.1	ENSG00000243149.3	chr3/ENST00000481004.1_predictions.tsv
ENST00000602316.1	ENSG00000270059.1	chr3/ENST00000602316.1_predictions.tsv
ENST00000460754.1	ENSG00000272610.1	chr3/ENST00000460754.1_predictions.tsv
ENST00000472514.1	ENSG00000240175.1	chr3/ENST00000472514.1_predictions.tsv
ENST00000484222.1	ENSG00000241884.2	chr3/ENST00000484222.1_predictions.tsv
ENST00000482677.5	ENSG00000241316.9	chr3/ENST00000482677.5_predictions.tsv
ENST00000482368.2	ENSG00000244513.8	chr3/ENST00000482368.2_predictions.tsv
ENST00000465347.2	ENSG00000240842.2	chr3/ENST00000465347.2_predictions.tsv
ENST00000460597.1	ENSG00000241667.1	chr3/ENST00000460597.1_predictions.tsv
ENST00000483525.3	ENSG00000240405.8	chr3/ENST00000483525.3_predictions.tsv
ENST00000465742.2	ENSG00000244203.3	chr3/ENST00000465742.2_predictions.tsv
ENST00000615819.1	ENSG00000274387.1	chr3/ENST00000615819.1_predictions.tsv
ENST00000498714.1	ENSG00000242094.1	chr3/ENST00000498714.1_predictions.tsv
ENST00000613067.2	ENSG00000277855.2	chr3/ENST00000613067.2_predictions.tsv
ENST00000604491.2	ENSG00000270562.2	chr3/ENST00000604491.2_predictions.tsv
ENST00000468646.6	ENSG00000241163.11	chr3/ENST00000468646.6_predictions.tsv
ENST00000610188.1	ENSG00000273461.5	chr3/ENST00000610188.1_predictions.tsv
ENST00000473713.7	ENSG00000243083.9	chr3/ENST00000473713.7_predictions.tsv
ENST00000608390.1	ENSG00000272774.1	chr3/ENST00000608390.1_predictions.tsv
ENST00000491567.2	ENSG00000242618.2	chr3/ENST00000491567.2_predictions.tsv
ENST00000570082.1	ENSG00000260670.1	chr3/ENST00000570082.1_predictions.tsv
ENST00000478745.1	ENSG00000244345.2	chr3/ENST00000478745.1_predictions.tsv
ENST00000478988.3	ENSG00000239677.7	chr3/ENST00000478988.3_predictions.tsv
ENST00000625169.1	ENSG00000278934.1	chr3/ENST00000625169.1_predictions.tsv
ENST00000498832.1	ENSG00000242741.3	chr3/ENST00000498832.1_predictions.tsv
ENST00000494761.1	ENSG00000239454.1	chr3/ENST00000494761.1_predictions.tsv
ENST00000608169.7	ENSG00000272690.7	chr3/ENST00000608169.7_predictions.tsv
ENST00000463183.2	ENSG00000242516.5	chr3/ENST00000463183.2_predictions.tsv
ENST00000465795.2	ENSG00000244461.2	chr3/ENST00000465795.2_predictions.tsv
ENST00000461186.1	ENSG00000240573.1	chr3/ENST00000461186.1_predictions.tsv
ENST00000461528.5	ENSG00000240241.6	chr3/ENST00000461528.5_predictions.tsv
ENST00000482003.1	ENSG00000242828.2	chr3/ENST00000482003.1_predictions.tsv
ENST00000473938.1	ENSG00000242781.3	chr3/ENST00000473938.1_predictions.tsv
ENST00000482617.4	ENSG00000243694.6	chr3/ENST00000482617.4_predictions.tsv
ENST00000474149.2	ENSG00000242145.2	chr3/ENST00000474149.2_predictions.tsv
ENST00000478239.5	ENSG00000241593.6	chr3/ENST00000478239.5_predictions.tsv
ENST00000497946.1	ENSG00000242190.1	chr3/ENST00000497946.1_predictions.tsv
ENST00000471614.1	ENSG00000242009.3	chr3/ENST00000471614.1_predictions.tsv
ENST00000470263.5	ENSG00000239440.7	chr3/ENST00000470263.5_predictions.tsv
ENST00000484892.5	ENSG00000242641.7	chr3/ENST00000484892.5_predictions.tsv
ENST00000488348.1	ENSG00000242339.2	chr3/ENST00000488348.1_predictions.tsv
ENST00000467225.1	ENSG00000241648.1	chr3/ENST00000467225.1_predictions.tsv
ENST00000476021.1	ENSG00000239519.1	chr3/ENST00000476021.1_predictions.tsv
ENST00000479244.1	ENSG00000239767.3	chr3/ENST00000479244.1_predictions.tsv
ENST00000460586.1	ENSG00000241328.1	chr3/ENST00000460586.1_predictions.tsv
ENST00000629295.1	ENSG00000281392.4	chr3/ENST00000629295.1_predictions.tsv
ENST00000462792.2	ENSG00000239572.4	chr3/ENST00000462792.2_predictions.tsv
ENST00000463200.6	ENSG00000239589.8	chr3/ENST00000463200.6_predictions.tsv
ENST00000562191.2	ENSG00000261292.2	chr3/ENST00000562191.2_predictions.tsv
ENST00000624061.1	ENSG00000279658.2	chr3/ENST00000624061.1_predictions.tsv
ENST00000508964.1	ENSG00000249225.2	chr3/ENST00000508964.1_predictions.tsv
ENST00000508616.1	ENSG00000251088.1	chr3/ENST00000508616.1_predictions.tsv
ENST00000502999.2	ENSG00000248839.2	chr3/ENST00000502999.2_predictions.tsv
ENST00000475816.6	ENSG00000239445.7	chr3/ENST00000475816.6_predictions.tsv
ENST00000473756.2	ENSG00000240476.3	chr3/ENST00000473756.2_predictions.tsv
ENST00000471993.1	ENSG00000243296.3	chr3/ENST00000471993.1_predictions.tsv
ENST00000484675.1	ENSG00000243089.3	chr3/ENST00000484675.1_predictions.tsv
ENST00000462011.1	ENSG00000244464.2	chr3/ENST00000462011.1_predictions.tsv
ENST00000609682.3	ENSG00000256628.5	chr3/ENST00000609682.3_predictions.tsv
ENST00000490324.2	ENSG00000249474.1	chr3/ENST00000490324.2_predictions.tsv
ENST00000465215.1	ENSG00000214407.4	chr3/ENST00000465215.1_predictions.tsv
ENST00000487772.3	ENSG00000241754.3	chr3/ENST00000487772.3_predictions.tsv
ENST00000484698.5	ENSG00000242759.10	chr3/ENST00000484698.5_predictions.tsv
ENST00000490441.1	ENSG00000243701.9	chr3/ENST00000490441.1_predictions.tsv
ENST00000496943.1	ENSG00000239828.10	chr3/ENST00000496943.1_predictions.tsv
ENST00000609969.1	ENSG00000272597.1	chr3/ENST00000609969.1_predictions.tsv
ENST00000609293.2	ENSG00000273125.3	chr3/ENST00000609293.2_predictions.tsv
ENST00000464359.7	ENSG00000241469.10	chr3/ENST00000464359.7_predictions.tsv
ENST00000494231.2	ENSG00000240423.4	chr3/ENST00000494231.2_predictions.tsv
ENST00000624541.1	ENSG00000279277.3	chr3/ENST00000624541.1_predictions.tsv
ENST00000607746.2	ENSG00000271856.2	chr3/ENST00000607746.2_predictions.tsv
ENST00000480826.1	ENSG00000239314.2	chr3/ENST00000480826.1_predictions.tsv
ENST00000562158.1	ENSG00000261364.1	chr3/ENST00000562158.1_predictions.tsv
ENST00000494582.3	ENSG00000214381.7	chr3/ENST00000494582.3_predictions.tsv
ENST00000489670.1	ENSG00000228980.5	chr3/ENST00000489670.1_predictions.tsv
ENST00000485384.1	ENSG00000242029.1	chr3/ENST00000485384.1_predictions.tsv
ENST00000474711.1	ENSG00000240895.1	chr3/ENST00000474711.1_predictions.tsv
ENST00000474769.7	ENSG00000242242.8	chr3/ENST00000474769.7_predictions.tsv
ENST00000497896.1	ENSG00000239311.1	chr3/ENST00000497896.1_predictions.tsv
ENST00000493131.1	ENSG00000240766.1	chr3/ENST00000493131.1_predictions.tsv
ENST00000563632.1	ENSG00000261488.1	chr3/ENST00000563632.1_predictions.tsv
ENST00000498032.5	ENSG00000239482.7	chr3/ENST00000498032.5_predictions.tsv
ENST00000486726.3	ENSG00000243081.3	chr3/ENST00000486726.3_predictions.tsv
ENST00000623625.1	ENSG00000279349.1	chr3/ENST00000623625.1_predictions.tsv
ENST00000481624.1	ENSG00000240893.2	chr3/ENST00000481624.1_predictions.tsv
ENST00000609673.1	ENSG00000272844.1	chr3/ENST00000609673.1_predictions.tsv
ENST00000491578.1	ENSG00000240057.9	chr3/ENST00000491578.1_predictions.tsv
ENST00000462010.2	ENSG00000241219.3	chr3/ENST00000462010.2_predictions.tsv
ENST00000490139.1	ENSG00000243795.2	chr3/ENST00000490139.1_predictions.tsv
ENST00000498480.2	ENSG00000243849.3	chr3/ENST00000498480.2_predictions.tsv
ENST00000462180.1	ENSG00000239453.1	chr3/ENST00000462180.1_predictions.tsv
ENST00000492981.1	ENSG00000242659.1	chr3/ENST00000492981.1_predictions.tsv
ENST00000609657.1	ENSG00000273394.1	chr3/ENST00000609657.1_predictions.tsv
ENST00000481773.2	ENSG00000241490.2	chr3/ENST00000481773.2_predictions.tsv
ENST00000570269.2	ENSG00000259976.3	chr3/ENST00000570269.2_predictions.tsv
ENST00000475939.5	ENSG00000241560.8	chr3/ENST00000475939.5_predictions.tsv
ENST00000465249.1	ENSG00000242290.2	chr3/ENST00000465249.1_predictions.tsv
ENST00000478301.1	ENSG00000241295.1	chr3/ENST00000478301.1_predictions.tsv
ENST00000498630.1	ENSG00000239946.1	chr3/ENST00000498630.1_predictions.tsv
ENST00000472323.1	ENSG00000242767.1	chr3/ENST00000472323.1_predictions.tsv
ENST00000459855.2	ENSG00000242880.3	chr3/ENST00000459855.2_predictions.tsv
ENST00000491321.1	ENSG00000241596.1	chr3/ENST00000491321.1_predictions.tsv
ENST00000490351.2	ENSG00000240922.2	chr3/ENST00000490351.2_predictions.tsv
ENST00000497854.1	ENSG00000241397.1	chr3/ENST00000497854.1_predictions.tsv
ENST00000477539.6	ENSG00000243197.8	chr3/ENST00000477539.6_predictions.tsv
ENST00000487512.1	ENSG00000242385.2	chr3/ENST00000487512.1_predictions.tsv
ENST00000493545.3	ENSG00000241213.3	chr3/ENST00000493545.3_predictions.tsv
ENST00000482766.1	ENSG00000242816.3	chr3/ENST00000482766.1_predictions.tsv
ENST00000482142.5	ENSG00000243276.7	chr3/ENST00000482142.5_predictions.tsv
ENST00000477009.3	ENSG00000239877.4	chr3/ENST00000477009.3_predictions.tsv
ENST00000470790.1	ENSG00000240254.3	chr3/ENST00000470790.1_predictions.tsv
ENST00000466292.1	ENSG00000241155.2	chr3/ENST00000466292.1_predictions.tsv
ENST00000609598.1	ENSG00000272662.1	chr3/ENST00000609598.1_predictions.tsv
ENST00000609385.1	ENSG00000272967.1	chr3/ENST00000609385.1_predictions.tsv
ENST00000489428.2	ENSG00000239994.3	chr3/ENST00000489428.2_predictions.tsv
ENST00000484076.1	ENSG00000242622.5	chr3/ENST00000484076.1_predictions.tsv
ENST00000490647.1	ENSG00000243593.2	chr3/ENST00000490647.1_predictions.tsv
ENST00000608465.6	ENSG00000272758.8	chr3/ENST00000608465.6_predictions.tsv
ENST00000610128.2	ENSG00000273033.3	chr3/ENST00000610128.2_predictions.tsv
ENST00000609005.1	ENSG00000273454.1	chr3/ENST00000609005.1_predictions.tsv
ENST00000608436.1	ENSG00000272678.1	chr3/ENST00000608436.1_predictions.tsv
ENST00000470449.3	ENSG00000239523.9	chr3/ENST00000470449.3_predictions.tsv
ENST00000568966.2	ENSG00000260391.2	chr3/ENST00000568966.2_predictions.tsv
ENST00000495917.1	ENSG00000244286.1	chr3/ENST00000495917.1_predictions.tsv
ENST00000624807.1	ENSG00000280042.1	chr3/ENST00000624807.1_predictions.tsv
ENST00000468859.1	ENSG00000241288.9	chr3/ENST00000468859.1_predictions.tsv
ENST00000508263.2	ENSG00000248607.2	chr3/ENST00000508263.2_predictions.tsv
ENST00000512384.2	ENSG00000250218.2	chr3/ENST00000512384.2_predictions.tsv
ENST00000500232.3	ENSG00000246022.5	chr3/ENST00000500232.3_predictions.tsv
ENST00000511512.3	ENSG00000250934.4	chr3/ENST00000511512.3_predictions.tsv
ENST00000514281.2	ENSG00000251448.2	chr3/ENST00000514281.2_predictions.tsv
ENST00000506660.2	ENSG00000249833.8	chr3/ENST00000506660.2_predictions.tsv
ENST00000624121.1	ENSG00000279328.1	chr3/ENST00000624121.1_predictions.tsv
ENST00000625022.1	ENSG00000280053.1	chr3/ENST00000625022.1_predictions.tsv
ENST00000488425.1	ENSG00000244215.3	chr3/ENST00000488425.1_predictions.tsv
ENST00000461398.3	ENSG00000239921.7	chr3/ENST00000461398.3_predictions.tsv
ENST00000479610.1	ENSG00000240562.2	chr3/ENST00000479610.1_predictions.tsv
ENST00000485218.1	ENSG00000239608.1	chr3/ENST00000485218.1_predictions.tsv
ENST00000471626.1	ENSG00000242049.2	chr3/ENST00000471626.1_predictions.tsv
ENST00000468377.1	ENSG00000244300.4	chr3/ENST00000468377.1_predictions.tsv
ENST00000356020.2	ENSG00000198685.5	chr3/ENST00000356020.2_predictions.tsv
ENST00000624189.1	ENSG00000279507.1	chr3/ENST00000624189.1_predictions.tsv
ENST00000608909.1	ENSG00000273174.1	chr3/ENST00000608909.1_predictions.tsv
ENST00000609183.1	ENSG00000273437.1	chr3/ENST00000609183.1_predictions.tsv
ENST00000383461.6	ENSG00000206417.9	chr3/ENST00000383461.6_predictions.tsv
ENST00000366451.3	ENSG00000203644.3	chr3/ENST00000366451.3_predictions.tsv
ENST00000605830.6	ENSG00000271270.9	chr3/ENST00000605830.6_predictions.tsv
ENST00000509201.1	ENSG00000250643.2	chr3/ENST00000509201.1_predictions.tsv
ENST00000514010.1	ENSG00000248243.2	chr3/ENST00000514010.1_predictions.tsv
ENST00000514145.6	ENSG00000249846.8	chr3/ENST00000514145.6_predictions.tsv
ENST00000504737.1	ENSG00000250592.1	chr3/ENST00000504737.1_predictions.tsv
ENST00000506476.6	ENSG00000250129.6	chr3/ENST00000506476.6_predictions.tsv
ENST00000502521.1	ENSG00000250608.3	chr3/ENST00000502521.1_predictions.tsv
ENST00000565095.1	ENSG00000261167.1	chr3/ENST00000565095.1_predictions.tsv
ENST00000503006.1	ENSG00000248468.3	chr3/ENST00000503006.1_predictions.tsv
ENST00000504440.1	ENSG00000248724.7	chr3/ENST00000504440.1_predictions.tsv
ENST00000505557.2	ENSG00000249725.2	chr3/ENST00000505557.2_predictions.tsv
ENST00000505721.2	ENSG00000251011.6	chr3/ENST00000505721.2_predictions.tsv
ENST00000515542.1	ENSG00000249993.2	chr3/ENST00000515542.1_predictions.tsv
ENST00000608823.2	ENSG00000272832.2	chr3/ENST00000608823.2_predictions.tsv
ENST00000483245.2	ENSG00000243832.2	chr3/ENST00000483245.2_predictions.tsv
ENST00000482019.2	ENSG00000240006.3	chr3/ENST00000482019.2_predictions.tsv
ENST00000568384.1	ENSG00000260633.1	chr3/ENST00000568384.1_predictions.tsv
ENST00000473001.2	ENSG00000240086.8	chr3/ENST00000473001.2_predictions.tsv
